,Stock,Market cap (*000)
0,AOT,917856.22
1,BEM,132215.25
2,BTS,121113.2
3,RCL,41437.5
4,TFFIF,33132.5
5,PSL,31341.77
6,AAV,27822.86
7,BTSGIF,22804.72
8,TTA,21322.84
9,BA,19320.0
10,JWD,17850.0
11,PRM,16000.0
12,WICE,12451.28
13,III,9372.72
14,NYT,5580.0
15,TSTE,2702.46
16,JUTHA,2651.57
17,KIAT,1576.11
18,PORT,1530.14
19,B,1501.27
20,KWC,1500.0
21,ASIMAR,630.23
22,MENA,5.0
23,THAI,4.0
24,NOK,3.0
25,DMT,2.0
26,KEX,1.0
