,Stock,Market cap (*000)
0,VGI,46069.74
1,BEC,34000.0
2,PLANB,33545.39
3,MAJOR,17267.08
4,WORK,11039.01
5,AS,10634.27
6,GRAMMY,9675.41
7,MONO,7428.06
8,TKS,6748.51
9,AMARIN,5939.78
10,MACO,5763.76
11,TBSP,5718.17
12,MCOT,4844.05
13,JKN,3796.86
14,AQUA,3547.47
15,TH,3281.12
16,MPIC,2132.2
17,MATI,1668.14
18,FE,1534.65
19,MATCH,1360.03
20,NMG,1139.03
21,GPI,1038.0
22,SE-ED,870.12
23,WAVE,636.06
24,PRAKIT,592.41
25,ONEE,4.0
26,ONEE,4.0
