,Stock,Market cap (*000)
0,IVL,249847.56
1,PTTGC,229951.3
2,TCCC,18710.85
3,BCT,15600.0
4,GGC,13512.4
5,UAC,4439.58
6,NFC,3698.63
7,GC,2440.0
8,GIFT,1935.25
9,CMAN,1862.4
10,PATO,1850.84
11,PMTA,1335.84
12,SUTHA,1170.0
13,TPA,820.12
14,UP,575.0
