,Stock,Market cap (*000)
0,BDMS,405246.05
1,BH,131901.22
2,BCH,51121.83
3,THG,50848.04
4,RAM,45000.0
5,CHG,40700.0
6,SVH,39400.0
7,VIBHA,35025.73
8,SKR,28900.6
9,PRINC,17138.57
10,CMR,10781.98
11,RJH,9675.0
12,PR9,9278.34
13,NTV,5840.0
14,VIH,5592.52
15,M-CHAI,5056.0
16,EKH,4620.0
17,LPH,4176.0
18,RPH,3412.5
19,AHC,2428.53
20,WPH,1644.0
21,KDH,1531.35
22,NEW,460.0
