,Stock,Market cap (*000)
0,CPALL,592884.69
1,MAKRO,439083.43
2,CRC,229178.0
3,HMPRO,216994.77
4,BJC,139270.94
5,GLOBAL,100776.6
6,DOHOME,53045.52
7,COM7,50700.0
8,SINGER,38525.08
9,MEGA,37926.32
10,SPI,36458.03
11,SPC,21285.0
12,RS,16435.2
13,ILM,9797.0
14,MC,7207.2
15,LOXLEY,5390.59
16,IT,4946.38
17,BEAUTY,4281.7
18,KAMART,3819.19
19,CPW,3240.0
20,FN,2860.0
21,BIG,2823.1
22,CSS,2398.51
23,RSP,1857.5
24,B52,1717.65
25,MIDA,1327.17
26,FTE,1044.0
27,SABUY,5.0
28,SABUY,5.0
29,SVT,3.0
