,Stock,Market cap (*000)
0,STANLY,13562.62
1,SAT,8588.92
2,AH,8480.72
3,PCSGH,7853.75
4,SPG,6003.0
5,HFT,5300.4
6,TSC,3585.24
7,IRC,3060.0
8,TRU,2822.42
9,IHL,2240.81
10,CWT,2054.14
11,ACG,1356.0
12,GYT,1317.2
13,INGRS,1070.74
14,EASON,855.82
15,TNPC,760.45
16,TKT,385.2
17,3K-BAT,3.0
