,Stock,Market cap (*000)
0,BLA,70010.21
1,BKI,28321.02
2,TQM,25800.0
3,AYUD,16057.26
4,TGH,15117.17
5,MTI,6785.0
6,TVI,5120.7
7,THRE,4594.34
8,SMK,3920.0
9,THREL,2808.0
10,KWI,2620.95
11,NKI,1741.25
12,NSI,1219.72
13,TSI,742.14
14,BUI,621.0
15,INSURE,460.0
16,CHARAN,303.0
17,TIPH,5.0
