,Stock,Market cap (*000)
0,DELTA,422862.37
1,KCE,69122.99
2,HANA,37024.43
3,NEX,27963.36
4,SVI,17256.4
5,CCET,13891.15
6,METCO,5245.42
7,SMT,3753.2
8,TEAM,2599.22
