,Stock,Market cap (*000)
0,STA,40320.0
1,GFPT,15422.0
2,NER,12412.48
3,UVAN,7191.0
4,TWPC,6162.95
5,EE,4865.0
6,TRUBB,2764.08
7,LEE,2471.44
8,UPOIC,2430.38
9,VPO,1757.8
10,PPPM,1074.81
11,MAX,3.0
12,TFM,2.0
